gene	OVCAR3_MOCK	OVCAR3_KO	log2FC_OVCAR3	DEG_OVCAR3	SKOV3_MOCK	SKOV3_KO	log2FC_SKOV3	DEG_SKOV3
ZNF524	252	96	-1.3830807325071823	Downregulated	175	138	-0.3404905459137898	Downregulated
LOC107985322	0	7	3	Upregulated	0	2	1.584962500721156	Upregulated
ZNF865	243	152	-0.6733494948702345	Downregulated	198	203	0.035800721427846745	Upregulated
ZNF784	51	44	-0.2085866218114174	Downregulated	104	76	-0.4474589769712214	Downregulated
LOC107983998	17	49	1.4739311883324122	Upregulated	29	21	-0.4474589769712214	Downregulated
ZNF581	385	167	-1.2001396144893202	Downregulated	254	171	-0.5680886821567599	Downregulated
ZNF580	309	112	-1.45594544285905	Downregulated	327	280	-0.22312568439715763	Downregulated
CCDC106	15	14	-0.09310940439148147	Downregulated	10	7	-0.4594316186372972	Downregulated
U2AF2	2946	972	-1.5987353503428887	Downregulated	5529	3852	-0.5212972944625195	Downregulated
EPN1	1458	258	-2.493955880231337	Downregulated	1206	892	-0.43469359563379867	Downregulated
NLRP9	1	8	2.169925001442312	Upregulated	1	1	0	Neutral
RFPL4A	2	3	0.41503749927884376	Upregulated	7	5	-0.4150374992788438	Downregulated
RFPL4AL1	1	0	-1	Downregulated	1	1	0	Neutral
NLRP11	15	16	0.0874628412503394	Upregulated	2	7	1.4150374992788437	Upregulated
NLRP4	0	1	1	Upregulated	2	1	-0.5849625007211563	Downregulated
NLRP13	0	0	0	Neutral	1	0	-1	Downregulated
NLRP5	2	0	-1.5849625007211563	Downregulated	0	0	0	Neutral
LINC01864	0	4	2.321928094887362	Upregulated	1	1	0	Neutral
ZNF787	936	385	-1.2794482003911065	Downregulated	1377	1054	-0.38533288910974384	Downregulated
LOC101927851	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
ZNF444	308	237	-0.3766452645964311	Downregulated	395	299	-0.40053792958372875	Downregulated
ZSCAN5C	0	1	1	Upregulated	0	0	0	Neutral
RPL13P13	0	1	1	Upregulated	0	0	0	Neutral
ZSCAN5A	78	68	-0.19525629139893388	Downregulated	153	123	-0.3125902303080261	Downregulated
LOC105372470	1	5	1.584962500721156	Upregulated	1	3	1	Upregulated
LOC105372468	0	1	1	Upregulated	0	0	0	Neutral
LOC107985366	0	0	0	Neutral	0	1	1	Upregulated
LOC646709	1	0	-1	Downregulated	0	0	0	Neutral
ZNF542P	0	1	1	Upregulated	1	1	0	Neutral
ZNF582	0	0	0	Neutral	0	1	1	Upregulated
ZNF667	0	0	0	Neutral	1	0	-1	Downregulated
FAM131C	216	26	-3.006663730281011	Downregulated	219	172	-0.34673148588793495	Downregulated
LINC01348	0	0	0	Neutral	1	3	1	Upregulated
ZNF471	0	0	0	Neutral	0	1	1	Upregulated
ZFP28	0	4	2.321928094887362	Upregulated	0	1	1	Upregulated
ZNF470	0	1	1	Upregulated	0	0	0	Neutral
SMIM17	2	5	1	Upregulated	1	1	0	Neutral
LOC107985746	0	1	1	Upregulated	0	0	0	Neutral
LOC105372474	0	0	0	Neutral	0	1	1	Upregulated
TOMM20	6202	7036	0.181994388106036	Upregulated	6006	3814	-0.6549616068045769	Downregulated
DUXA	2	3	0.41503749927884376	Upregulated	0	0	0	Neutral
ZNF264	847	901	0.08906316869218171	Upregulated	1172	748	-0.6471653895697573	Downregulated
AURKC	9	15	0.6780719051126377	Upregulated	24	11	-1.0588936890535685	Downregulated
ZNF805	442	507	0.1975217982171476	Upregulated	564	445	-0.3412071573822454	Downregulated
LOC105372476	3	7	1	Upregulated	3	5	0.5849625007211562	Upregulated
LOC105379283	0	10	3.4594316186372973	Upregulated	1	1	0	Neutral
ZNF460	754	1206	0.6768771265425803	Upregulated	1183	680	-0.7979423776168785	Downregulated
LOC100288211	0	3	2	Upregulated	0	0	0	Neutral
ZNF543	209	190	-0.13681668963037397	Downregulated	309	221	-0.4817085389241315	Downregulated
ZNF304	243	226	-0.10418885027197132	Downregulated	356	308	-0.20831723612472508	Downregulated
ZNF547	24	46	0.9107326619029126	Upregulated	28	31	0.14201900487242786	Upregulated
TRAPPC2B	78	102	0.38271977900611553	Upregulated	89	68	-0.38332863955150553	Downregulated
ZNF548	192	227	0.24043297689666124	Upregulated	392	321	-0.2874686241439895	Downregulated
ZNF17	79	141	0.8278190246173196	Upregulated	265	220	-0.26737987610975805	Downregulated
ZNF749	270	290	0.10272630155441245	Upregulated	640	406	-0.655295562352494	Downregulated
VN1R1	1	9	2.321928094887362	Upregulated	3	3	0	Neutral
VN1R107P	0	1	1	Upregulated	0	0	0	Neutral
ZNF772	30	74	1.2746223801090057	Upregulated	31	27	-0.19264507794239588	Downregulated
ZNF419	44	49	0.15200309344505006	Upregulated	37	57	0.6100534816839867	Upregulated
ZNF773	3	4	0.32192809488736235	Upregulated	2	0	-1.5849625007211563	Downregulated
ZNF549	0	4	2.321928094887362	Upregulated	0	0	0	Neutral
ZNF550	2	6	1.222392421336448	Upregulated	5	7	0.41503749927884376	Upregulated
ZNF416	143	87	-0.710493382805015	Downregulated	346	315	-0.13501110440115802	Downregulated
ZIK1	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
ZNF530	60	86	0.512206158285842	Upregulated	91	98	0.1057946640225966	Upregulated
ZNF134	446	244	-0.8674930821807473	Downregulated	427	314	-0.44225896801386805	Downregulated
RBM34	1041	1087	0.062323278971831035	Upregulated	2622	2210	-0.24651878244875844	Downregulated
ZNF211	188	198	0.07438219632257634	Upregulated	268	232	-0.20727621790234388	Downregulated
ZSCAN4	1	4	1.3219280948873624	Upregulated	0	0	0	Neutral
ZNF551	224	324	0.5305147166987798	Upregulated	328	221	-0.5675279073851355	Downregulated
ZNF154	11	223	4.222392421336448	Upregulated	36	19	-0.8875252707415874	Downregulated
ZNF671	0	52	5.727920454563199	Upregulated	18	7	-1.2479275134435857	Downregulated
ZNF776	402	375	-0.10004717685032995	Downregulated	707	558	-0.3409010772398074	Downregulated
ZNF586	73	89	0.28239973070072494	Upregulated	160	163	0.026635126503466607	Upregulated
ZNF552	90	145	0.682029918681321	Upregulated	135	108	-0.319278516473413	Downregulated
FKBP1AP1	10	79	2.862496476250065	Upregulated	16	10	-0.6280312226130421	Downregulated
ARID4B	819	880	0.10351810941496767	Upregulated	1653	1142	-0.5331338309567963	Downregulated
ZNF587B	145	281	0.9497267935187763	Upregulated	254	247	-0.040157126471982746	Downregulated
ZNF587	757	1352	0.8358920858054455	Upregulated	1077	753	-0.5157207494838413	Downregulated
UBE2CP5	89	152	0.765534746362977	Upregulated	109	110	0.013056152825446284	Upregulated
ZNF814	139	347	1.3136604789037618	Upregulated	292	203	-0.5223315124507523	Downregulated
ZNF417	69	237	1.765534746362977	Upregulated	97	88	-0.13897641314881046	Downregulated
ZNF606	0	1	1	Upregulated	1	0	-1	Downregulated
LOC100128398	1	1	0	Neutral	0	1	1	Upregulated
ZNF329	114	100	-0.18727856819258043	Downregulated	269	172	-0.6421873694141063	Downregulated
RPL23AP23	0	3	2	Upregulated	0	0	0	Neutral
ZNF274	221	78	-1.490635118173003	Downregulated	340	295	-0.20417456339522266	Downregulated
ZNF544	570	1070	0.9073958293874131	Upregulated	1016	724	-0.48826677895520326	Downregulated
LOC105372482	28	152	2.3994068475650794	Upregulated	85	42	-1	Downregulated
ZNF8	151	197	0.3814291066360241	Upregulated	182	136	-0.41766775532351563	Downregulated
ZNF8-ERVK3-1	19	105	2.4059923596758366	Upregulated	35	26	-0.4150374992788438	Downregulated
ERVK3-1	370	197	-0.9059187565411937	Downregulated	727	554	-0.39145067896122804	Downregulated
LOC105372480	156	212	0.44008887133421115	Upregulated	308	213	-0.5299960415032277	Downregulated
GGPS1	632	576	-0.13363418078285882	Downregulated	900	737	-0.2879062897531425	Downregulated
ZSCAN22	160	87	-0.8714852594773196	Downregulated	165	131	-0.3306453119884713	Downregulated
A1BG	3	11	1.584962500721156	Upregulated	4	10	1.1375035237499351	Upregulated
A1BG-AS1	0	3	2	Upregulated	2	1	-0.5849625007211563	Downregulated
ZNF497	18	28	0.6100534816839867	Upregulated	30	37	0.2937312030567103	Upregulated
LOC100419840	1	10	2.4594316186372973	Upregulated	2	1	-0.5849625007211563	Downregulated
LOC105372483	0	6	2.807354922057604	Upregulated	1	2	0.5849625007211562	Upregulated
ZNF837	50	34	-0.5431423250265291	Downregulated	38	44	0.20645087746742624	Upregulated
LOC105372484	0	4	2.321928094887362	Upregulated	0	0	0	Neutral
EPHA2	10836	1491	-2.8606459908810185	Downregulated	7352	4163	-0.8203629162885787	Downregulated
RPS5	21594	26879	0.3158358215717384	Upregulated	33559	22930	-0.5494434448719768	Downregulated
RNF225	3	11	1.584962500721156	Upregulated	0	1	1	Upregulated
LOC100506634	184	306	0.7307133848538672	Upregulated	296	232	-0.3501329761464856	Downregulated
ZNF584	241	157	-0.6150824890974915	Downregulated	439	316	-0.4730206833852523	Downregulated
ZNF132	14	26	0.8479969065549501	Upregulated	26	36	0.45456586346548133	Upregulated
LOC100419848	0	2	1.584962500721156	Upregulated	2	2	0	Neutral
ZNF324B	86	51	-0.742503777707636	Downregulated	105	92	-0.18876164345516774	Downregulated
ZNF324	90	63	-0.5077946401986961	Downregulated	154	139	-0.14684138832927113	Downregulated
ZNF446	86	56	-0.6100534816839867	Downregulated	68	67	-0.021061615527829577	Downregulated
SLC27A5	144	156	0.11471165887669246	Upregulated	241	186	-0.3719687773869579	Downregulated
LOC105372485	7	19	1.3219280948873624	Upregulated	4	11	1.2630344058337937	Upregulated
ZBTB45	151	92	-0.7087687023355542	Downregulated	196	157	-0.3182710712792734	Downregulated
LOC105372486	3	1	-1	Downregulated	3	3	0	Neutral
TRIM28	10240	1525	-2.7465297293615603	Downregulated	12755	9503	-0.42456926145149504	Downregulated
CHMP2A	1634	1571	-0.05668941812683835	Downregulated	1688	1022	-0.7233631830560571	Downregulated
UBE2M	2222	615	-1.8515056923320887	Downregulated	2938	2153	-0.44830710910712496	Downregulated
MZF1-AS1	26	18	-0.506959988719883	Downregulated	81	76	-0.09076546392318241	Downregulated
MZF1	211	268	0.34354190799342493	Upregulated	277	196	-0.49688925326713107	Downregulated
CENPBD1P1	319	153	-1.055141554192461	Downregulated	412	261	-0.6565749698819952	Downregulated
LOC107987272	8	47	2.415037499278844	Upregulated	48	27	-0.8073549220576042	Downregulated
RPL23AP79	4	0	-2.321928094887362	Downregulated	4	4	0	Neutral
DEFB132	0	1	1	Upregulated	0	0	0	Neutral
C20orf96	249	213	-0.22431729826094013	Downregulated	160	133	-0.2648276876568445	Downregulated
ZCCHC3	430	216	-0.9899928266446186	Downregulated	754	509	-0.5659793973535833	Downregulated
NRSN2-AS1	69	66	-0.06319382648719396	Downregulated	74	45	-0.7052567344388682	Downregulated
SOX12	755	277	-1.4433013514975652	Downregulated	778	526	-0.5638203664244545	Downregulated
LOC101929937	2	7	1.4150374992788437	Upregulated	5	1	-1.5849625007211563	Downregulated
NRSN2	34	20	-0.7369655941662062	Downregulated	9	6	-0.5145731728297583	Downregulated
TRIB3	4333	443	-3.2870675717435676	Downregulated	1238	760	-0.7032078286370562	Downregulated
RBCK1	3864	944	-2.0320821797037745	Downregulated	1423	772	-0.8814088270415503	Downregulated
TBC1D20	911	572	-0.6704986854078369	Downregulated	840	539	-0.6391463932043134	Downregulated
CSNK2A1	6335	2956	-1.0994380919592854	Downregulated	4892	2941	-0.7339220361782104	Downregulated
SRXN1	5088	955	-2.4122996679964497	Downregulated	4969	3152	-0.6565206817663141	Downregulated
LOC107985423	3	14	1.9068905956085185	Upregulated	4	0	-2.321928094887362	Downregulated
SLC52A3	282	95	-1.559695742110726	Downregulated	149	89	-0.7369655941662062	Downregulated
FAM110A	279	129	-1.106915203916512	Downregulated	240	139	-0.783606319284995	Downregulated
RPS10P5	1	4	1.3219280948873624	Upregulated	1	0	-1	Downregulated
ANGPT4	13	5	-1.222392421336448	Downregulated	0	1	1	Upregulated
RSPO4	12	30	1.253756592245783	Upregulated	7	5	-0.4150374992788438	Downregulated
PSMF1	1866	505	-1.883512637531892	Downregulated	2480	1754	-0.4994507047005078	Downregulated
LOC105372493	0	3	2	Upregulated	2	1	-0.5849625007211563	Downregulated
ACTG1P3	0	11	3.584962500721156	Upregulated	8	4	-0.84799690655495	Downregulated
TMEM74B	92	266	1.5215371205795225	Upregulated	171	103	-0.7258250365610058	Downregulated
LOC105372496	6	18	1.4405725913859815	Upregulated	9	3	-1.3219280948873622	Downregulated
C20orf202	0	6	2.807354922057604	Upregulated	4	0	-2.321928094887362	Downregulated
RAD21L1	7	3	-1	Downregulated	9	6	-0.5145731728297583	Downregulated
SNPH	213	106	-1	Downregulated	211	160	-0.3970035764485822	Downregulated
FKBP1A-SDCBP2	0	9	3.321928094887362	Upregulated	15	4	-1.6780719051126376	Downregulated
SDCBP2	18	7	-1.2479275134435857	Downregulated	21	21	0	Neutral
SDCBP2-AS1	41	72	0.797507136101257	Upregulated	69	73	0.08017034868398336	Upregulated
FKBP1A	4269	2510	-0.7659740412363527	Downregulated	5562	3725	-0.5782354313119752	Downregulated
LOC105372497	0	3	2	Upregulated	1	1	0	Neutral
NSFL1C	1134	684	-0.7285164043303882	Downregulated	2410	1591	-0.5987913150588774	Downregulated
SIRPB2	0	0	0	Neutral	1	0	-1	Downregulated
SIRPB1	2	2	0	Neutral	0	2	1.584962500721156	Upregulated
LOC100289473	0	0	0	Neutral	0	1	1	Upregulated
LOC107984104	0	6	2.807354922057604	Upregulated	3	2	-0.4150374992788438	Downregulated
LOC105372501	3	13	1.8073549220576042	Upregulated	1	6	1.8073549220576042	Upregulated
LOC107984088	0	7	3	Upregulated	0	0	0	Neutral
LOC102724545	2	11	2	Upregulated	1	1	0	Neutral
SIRPA	228	117	-0.9565607387351027	Downregulated	259	190	-0.44493898499270573	Downregulated
LOC727993	0	0	0	Neutral	0	1	1	Upregulated
PDYN	0	0	0	Neutral	0	1	1	Upregulated
STK35	950	507	-0.9046168440883976	Downregulated	1348	1025	-0.39485961734121355	Downregulated
LOC105372502	0	1	1	Upregulated	1	0	-1	Downregulated
LOC388780	3	2	-0.4150374992788438	Downregulated	0	2	1.584962500721156	Upregulated
SNRPB	5378	2315	-1.2157027356002943	Downregulated	9613	6600	-0.542452205405195	Downregulated
ZNF343	330	272	-0.27793026588736525	Downregulated	741	510	-0.5380958956831821	Downregulated
TMC2	0	5	2.584962500721156	Upregulated	0	0	0	Neutral
LOC100287934	3	24	2.643856189774725	Upregulated	9	3	-1.3219280948873622	Downregulated
LOC101927479	33	98	1.5418937788292701	Upregulated	51	47	-0.1154772174199359	Downregulated
NOP56	3455	3103	-0.15497465997634088	Downregulated	10296	7396	-0.47721189286476007	Downregulated
SNORA51	0	1	1	Upregulated	2	0	-1.5849625007211563	Downregulated
IDH3B	1450	961	-0.5929387202967026	Downregulated	3367	2154	-0.6442042690899356	Downregulated
LOC105372507	0	3	2	Upregulated	0	0	0	Neutral
EBF4	75	146	0.9517448313927789	Upregulated	26	26	0	Neutral
CPXM1	13	5	-1.222392421336448	Downregulated	4	3	-0.3219280948873623	Downregulated
C20orf141	0	1	1	Upregulated	0	0	0	Neutral
PCED1A	165	212	0.35967018887891344	Upregulated	167	144	-0.21240833276382576	Downregulated
VPS16	403	168	-1.2573320464696105	Downregulated	556	461	-0.26978447592397414	Downregulated
PTPRA	1136	887	-0.3566006725421419	Downregulated	993	712	-0.47934377511839815	Downregulated
GNRH2	1	29	3.9068905956085187	Upregulated	15	5	-1.415037499278844	Downregulated
LOC100131725	0	3	2	Upregulated	0	0	0	Neutral
MRPS26	1045	682	-0.6149253679568509	Downregulated	2441	1648	-0.5664718015499361	Downregulated
UBOX5-AS1	0	6	2.807354922057604	Upregulated	1	0	-1	Downregulated
UBOX5	321	143	-1.1609918766723046	Downregulated	260	221	-0.23349013021977857	Downregulated
FASTKD5	382	435	0.18698374285196917	Upregulated	564	422	-0.41759320418260026	Downregulated
LZTS3	124	207	0.7346554334790051	Upregulated	126	75	-0.7407571733285803	Downregulated
LOC107985414	5	24	2.0588936890535687	Upregulated	11	7	-0.5849625007211563	Downregulated
LYST	242	358	0.5630275302172705	Upregulated	478	345	-0.4692536180994556	Downregulated
DDRGK1	700	392	-0.8348851317520166	Downregulated	1129	800	-0.49644862489384	Downregulated
ITPA	542	384	-0.4960937522220979	Downregulated	1545	1213	-0.3487718976691653	Downregulated
SLC4A11	208	235	0.17528391728095838	Upregulated	230	195	-0.2370391973008493	Downregulated
C20orf194	165	223	0.43231549071067926	Upregulated	179	93	-0.9372642446520373	Downregulated
LOC101618237	0	4	2.321928094887362	Upregulated	0	0	0	Neutral
UBE2V1P1	1	15	3	Upregulated	3	3	0	Neutral
ATRN	951	590	-0.6878034431304111	Downregulated	931	600	-0.6329649639430949	Downregulated
LDHAP2	3	3	0	Neutral	6	1	-1.8073549220576042	Downregulated
SF3A3P1	0	19	4.321928094887363	Upregulated	0	0	0	Neutral
GFRA4	0	0	0	Neutral	0	1	1	Upregulated
ADAM33	0	1	1	Upregulated	0	0	0	Neutral
SIGLEC1	4	15	1.6780719051126378	Upregulated	0	0	0	Neutral
HSPA12B	18	35	0.9219974879987268	Upregulated	4	5	0.2630344058337938	Upregulated
C20orf27	1158	427	-1.4371978646053247	Downregulated	1095	806	-0.44160721968274647	Downregulated
SPEF1	0	8	3.169925001442312	Upregulated	13	14	0.09953567355091437	Upregulated
CENPB	870	365	-1.2508290703148222	Downregulated	872	767	-0.1848753429082839	Downregulated
CDC25B	4936	1327	-1.894379498394172	Downregulated	2475	1547	-0.6776058430698545	Downregulated
LINC01730	18	55	1.5594274086140185	Upregulated	16	10	-0.6280312226130421	Downregulated
AP5S1	109	63	-0.7813597135246597	Downregulated	121	90	-0.42294269736418993	Downregulated
MAVS	3162	4166	0.3977155441851552	Upregulated	2497	1845	-0.43637092396218324	Downregulated
LOC107985395	26	135	2.332575339086871	Upregulated	38	27	-0.47804729680464425	Downregulated
PANK2	571	785	0.4585141654802171	Upregulated	743	693	-0.10036695852977057	Downregulated
RNF24	486	417	-0.22041883000145948	Downregulated	443	301	-0.556011127025027	Downregulated
FTLP3	2	2	0	Neutral	2	0	-1.5849625007211563	Downregulated
RPL21P2	0	0	0	Neutral	0	1	1	Upregulated
SMOX	800	168	-2.244778996126526	Downregulated	755	491	-0.6197279188818328	Downregulated
LINC01433	0	4	2.321928094887362	Upregulated	0	0	0	Neutral
ADRA1D	1	4	1.3219280948873624	Upregulated	1	1	0	Neutral
PRNP	2188	1426	-0.6172866197051826	Downregulated	2320	1496	-0.6326723012860657	Downregulated
PRND	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
LOC105372511	0	3	2	Upregulated	0	2	1.584962500721156	Upregulated
LOC105373215	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
RASSF2	215	287	0.41503749927884376	Upregulated	205	150	-0.44809578785813947	Downregulated
LOC107985392	1	6	1.8073549220576042	Upregulated	4	0	-2.321928094887362	Downregulated
SLC23A2	604	602	-0.0047771402618720805	Downregulated	692	434	-0.6718399514011232	Downregulated
TMEM230	1240	1104	-0.1674567458515627	Downregulated	1337	937	-0.5124182881260844	Downregulated
PCNA	1452	2679	0.8831982977122935	Upregulated	2797	2197	-0.34820457621552214	Downregulated
PCNA-AS1	295	486	0.7183245964533923	Upregulated	691	545	-0.3418710867168722	Downregulated
CDS2	1406	1281	-0.1342260666177916	Downregulated	1188	756	-0.6513835097599242	Downregulated
UBE2D3P1	0	1	1	Upregulated	0	0	0	Neutral
LOC105373212	1	4	1.3219280948873624	Upregulated	1	5	1.584962500721156	Upregulated
PROKR2	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
LINC00658	0	0	0	Neutral	0	1	1	Upregulated
LOC643406	6	48	2.807354922057604	Upregulated	12	7	-0.7004397181410921	Downregulated
LINC00654	6	3	-0.8073549220576042	Downregulated	13	14	0.09953567355091437	Upregulated
GPCPD1	513	631	0.29815619898322493	Upregulated	908	795	-0.19151186365045825	Downregulated
EIF4EP1	1	7	2	Upregulated	3	2	-0.4150374992788438	Downregulated
C20orf196	53	28	-0.89690650703589625	Downregulated	60	45	-0.4071753815058735	Downregulated
TRMT6	602	457	-0.39681040380314087	Downregulated	1131	862	-0.39144149365292735	Downregulated
MCM8	467	1244	1.4115653073720387	Upregulated	947	808	-0.2287473564682816	Downregulated
MCM8-AS1	1	7	2	Upregulated	1	1	0	Neutral
ARHGEF19	1028	485	-1.0822147632881876	Downregulated	1109	691	-0.6817157336007438	Downregulated
NID1	1	1	0	Neutral	1	3	1	Upregulated
CRLS1	650	687	0.07975102153646246	Upregulated	1706	1257	-0.4403311361484489	Downregulated
LRRN4	6	11	0.777607578663552	Upregulated	14	7	-0.9068905956085186	Downregulated
FERMT1	2588	547	-2.2401471669395843	Downregulated	1282	920	-0.47824810899834697	Downregulated
LOC149844	1	1	0	Neutral	2	2	0	Neutral
LOC343508	0	0	0	Neutral	1	0	-1	Downregulated
BMP2	0	0	0	Neutral	0	1	1	Upregulated
TMX4	400	370	-0.11218304983411702	Downregulated	433	282	-0.616892989612597	Downregulated
GPR137B	245	231	-0.08453351021166772	Downregulated	170	108	-0.6496681901089715	Downregulated
LOC105372520	0	1	1	Upregulated	0	2	1.584962500721156	Upregulated
PLCB1	349	417	0.2561480202485541	Upregulated	414	262	-0.6580485369419847	Downregulated
LOC105372521	2	17	2.584962500721156	Upregulated	4	1	-1.3219280948873622	Downregulated
LOC105372522	4	5	0.2630344058337938	Upregulated	4	2	-0.7369655941662062	Downregulated
PLCB4	151	204	0.4315525860618605	Upregulated	280	198	-0.49780169967727717	Downregulated
ERO1B	243	356	0.5490429264662134	Upregulated	210	144	-0.5411900986922507	Downregulated
PAK5	0	0	0	Neutral	2	0	-1.5849625007211563	Downregulated
ANKEF1	590	501	-0.23547076622676053	Downregulated	463	350	-0.40265377482301135	Downregulated
LOC105372524	1	4	1.3219280948873624	Upregulated	0	0	0	Neutral
SNAP25	33	41	0.30485458152842093	Upregulated	13	10	-0.34792330342030686	Downregulated
SDAD1P2	1	0	-1	Downregulated	0	0	0	Neutral
MKKS	1321	1288	-0.03646991314604075	Downregulated	1706	1238	-0.4622868708871366	Downregulated
SLX4IP	524	596	0.18541350871132015	Upregulated	609	407	-0.580240090478753	Downregulated
LOC100421490	2	13	2.222392421336448	Upregulated	8	7	-0.16992500144231246	Downregulated
JAG1	1152	812	-0.5040652555767441	Downregulated	1287	770	-0.7403298281995827	Downregulated
LINC01752	0	0	0	Neutral	0	2	1.584962500721156	Upregulated
LOC107985398	0	1	1	Upregulated	0	0	0	Neutral
C20orf187	0	1	1	Upregulated	1	0	-1	Downregulated
LOC339593	0	0	0	Neutral	1	0	-1	Downregulated
LOC105372529	0	1	1	Upregulated	0	4	2.321928094887362	Upregulated
EDARADD	4	0	-2.321928094887362	Downregulated	0	0	0	Neutral
BTBD3	761	854	0.1661334222799382	Upregulated	717	442	-0.696677145268033	Downregulated
PA2G4P2	0	1	1	Upregulated	0	0	0	Neutral
ENO1P1	0	3	2	Upregulated	7	2	-1.415037499278844	Downregulated
LINC01722	0	3	2	Upregulated	1	0	-1	Downregulated
LOC102606466	0	1	1	Upregulated	0	0	0	Neutral
LOC105372535	0	2	1.584962500721156	Upregulated	1	0	-1	Downregulated
SPTLC3	13	23	0.777607578663552	Upregulated	5	2	-1	Downregulated
LOC100420611	0	3	2	Upregulated	0	0	0	Neutral
TASP1	297	364	0.2925841333052181	Upregulated	410	215	-0.9281070815182143	Downregulated
ISM1	46	48	0.06012099243757093	Upregulated	70	50	-0.4773217775331864	Downregulated
LOC105372539	4	38	2.963474123974886	Upregulated	15	4	-1.6780719051126376	Downregulated
ISM1-AS1	1	3	1	Upregulated	1	2	0.5849625007211562	Upregulated
LGALS8	353	477	0.4332612578977512	Upregulated	500	349	-0.5174556813628796	Downregulated
GAPDHP2	1	13	2.807354922057604	Upregulated	1	0	-1	Downregulated
MRPS36P6	1	3	1	Upregulated	0	0	0	Neutral
ESF1	1802	2304	0.3543673538843587	Upregulated	4020	3069	-0.3893156805428187	Downregulated
NDUFAF5	284	413	0.5386688484472213	Upregulated	667	572	-0.22131296371714743	Downregulated
SEL1L2	0	0	0	Neutral	0	1	1	Upregulated
MACROD2	38	29	-0.3785116232537297	Downregulated	24	28	0.21412480535284734	Upregulated
AIMP1P1	0	1	1	Upregulated	0	0	0	Neutral
LGALS8-AS1	12	4	-1.3785116232537298	Downregulated	3	4	0.32192809488736235	Upregulated
FLRT3	47	32	-0.5405683813627028	Downregulated	42	33	-0.3388019134517586	Downregulated
ANO7P1	38	29	-0.3785116232537297	Downregulated	23	24	0.058893689053568614	Upregulated
LOC107985367	25	27	0.10691520391651188	Upregulated	60	61	0.02345897282398896	Upregulated
LOC107985394	0	1	1	Upregulated	0	0	0	Neutral
KIF16B	261	335	0.35889442124130994	Upregulated	310	225	-0.4605918077154149	Downregulated
SNRPB2	1538	2467	0.6813491628212076	Upregulated	2589	1837	-0.49481533128488164	Downregulated
HEATR1	2698	2426	-0.15325086831571785	Downregulated	5257	3275	-0.6825787849770372	Downregulated
PCSK2	0	1	1	Upregulated	0	0	0	Neutral
DYNLT3P1	1	0	-1	Downregulated	0	0	0	Neutral
BFSP1	148	165	0.15587091088476313	Upregulated	103	78	-0.3966589699639893	Downregulated
ACTN2	7	12	0.7004397181410922	Upregulated	4	5	0.2630344058337938	Upregulated
RPS27AP2	1	1	0	Neutral	1	0	-1	Downregulated
DSTN	3913	3507	-0.15799500818207088	Downregulated	5574	3713	-0.5859979897596085	Downregulated
RN7SKP69	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
RRBP1	2866	729	-1.973573535473144	Downregulated	2321	1470	-0.6585707256107363	Downregulated
LOC105372548	0	5	2.584962500721156	Upregulated	0	0	0	Neutral
MTR	793	739	-0.10161373662664569	Downregulated	1089	656	-0.7303628593419591	Downregulated
SNX5	2449	2590	0.08072726629016146	Upregulated	2785	1832	-0.6039884720613672	Downregulated
SNORD17	3	2	-0.4150374992788438	Downregulated	4	3	-0.3219280948873623	Downregulated
MGME1	575	635	0.1429579538420431	Upregulated	1249	1049	-0.25153876699596445	Downregulated
PTMAP3	0	0	0	Neutral	1	0	-1	Downregulated
OVOL2	11	7	-0.5849625007211563	Downregulated	57	42	-0.43171624042547413	Downregulated
PET117	241	303	0.32906427616899103	Upregulated	231	149	-0.6291623046316912	Downregulated
KAT14	346	249	-0.4730075679161739	Downregulated	338	262	-0.36622247384404166	Downregulated
RPSAP21	0	1	1	Upregulated	0	0	0	Neutral
ZNF133	252	443	0.8114222916557959	Upregulated	379	261	-0.5364326067934975	Downregulated
LOC105372550	0	5	2.584962500721156	Upregulated	2	0	-1.5849625007211563	Downregulated
LOC105373218	4	12	1.3785116232537298	Upregulated	9	7	-0.3219280948873623	Downregulated
DZANK1	58	96	0.7172697928252865	Upregulated	79	56	-0.4890380807226206	Downregulated
GCNT1P1	1	10	2.4594316186372973	Upregulated	1	1	0	Neutral
POLR3F	232	310	0.4165846254763224	Upregulated	510	393	-0.37512766148124516	Downregulated
RBBP9	264	407	0.6225767925209341	Upregulated	381	315	-0.2736480798586458	Downregulated
RPS19P1	0	1	1	Upregulated	0	1	1	Upregulated
SEC23B	2596	1546	-0.7473728172293719	Downregulated	4547	3282	-0.4702175043192671	Downregulated
LINC00493	478	689	0.5265707059293512	Upregulated	909	609	-0.5770573026358101	Downregulated
DTD1	1327	942	-0.4939254706718283	Downregulated	1810	1086	-0.7364346059228589	Downregulated
LOC101929526	0	1	1	Upregulated	0	0	0	Neutral
LOC107985399	9	6	-0.5145731728297583	Downregulated	6	1	-1.8073549220576042	Downregulated
LINC00652	12	17	0.4694852833012202	Upregulated	15	18	0.2479275134435855	Upregulated
