Gene Symbol	OVCAR3_MOCK
RPS3AP3	0
RPS27AP3	0
MROH8	15
LOC100419562	0
RPN2	4015
GHRH	0
MANBAL	750
LOC105372606	2
RPS11P2	0
SRC	570
RPL7AP14	0
BLCAP	485
NNAT	1
PPIAP3	0
LOC105372608	0
GLRXP1	0
LINC00489	0
LOC100287792	0
LOC105372609	0
RNU5F-8P	0
CTNNBL1	988
VSTM2L	2
RN7SKP185	0
TTI1	657
RPRD1B	538
RN7SL237P	0
TGM2	1379
LOC107987281	0
KIAA1755	2
LOC149684	0
LOC100128958	0
BPI	0
LBP	0
SNHG17	438
SNORA71B	0
SNORA71A	3
SNORA71C	0
SNORA71D	0
SNHG11	94
SNORA71E	0
SNORA60	0
LOC105373228	0
RALGAPB	1343
RPS3P2	1
ADIG	0
ARHGAP40	51
LOC391247	0
SLC32A1	0
ACTR5	336
RN7SKP173	0
PPP1R16B	1
LOC100506929	0
RN7SL116P	0
FAM83D	475
DHX35	214
NPM1P19	0
LOC107985448	0
LINC01734	0
ATG3P1	0
RN7SL680P	0
LOC102724950	0
LOC105372614	0
RPL22P3	0
THAP12P8	0
LOC105372613	1
HSPE1P1	0
LINC01370	0
LOC105372616	0
LOC105372617	0
LOC105372618	0
LOC107985446	0
LOC102724968	0
LOC107985435	0
LOC105372620	0
RGS7	0
MAFB	8
LOC101927098	0
RNA5SP484	0
LOC100128988	0
LOC105372621	4
RNU2-52P	0
TOP1	12383
PLCG1-AS1	6
PLCG1	678
RFKP1	0
ZHX3	373
RPL23AP81	0
RN7SL615P	0
ADI1P1	0
LPIN3	119
EMILIN3	9
LOC100419859	0
CHD6	654
RPL12P11	0
RNU6-1018P	0
HNRNPA1P42	0
LOC101927182	0
LOC643172	0
LOC105372622	0
PTPRT	0
LOC105372624	0
LOC101927159	0
LOC105372623	0
LOC101927138	0
RN7SKP100	0
RN7SL666P	0
RPLP1P2	2
PPIAP21	0
RNU6-743P	0
EIF4EBP2P1	0
SRSF6	3890
RNU6-1251P	0
L3MBTL1	32
LOC107985380	4
SGK2	11
IFT52	589
RPL27AP	0
MYBL2	1412
GTSF1L	0
LOC101927200	0
LOC107985441	0
RNU6-639P	0
LOC105372625	0
LINC01728	0
TOX2	808
RN7SL443P	0
JPH2	5
RPL36P6	0
OSER1	687
OSER1-AS1	75
GDAP1L1	0
FITM2	289
R3HDML	0
LOC105372629	0
HNF4A	21
HNF4A-AS1	0
LINC01430	0
LOC107985370	0
LINC01620	0
RPL37AP1	1
TTPAL	676
SERINC3	1849
PKIG	357
ADA	784
LINC01260	7
KCNK15-AS1	6
WISP2	1
KCNK15	0
LOC105373230	0
RIMS4	3
PGBD4P2	0
YWHAB	5870
PABPC1L	380
TOMM34	1419
STK4-AS1	8
STK4	1643
KCNS1	0
WFDC5	0
WFDC12	0
FH	1145
LOC101929863	9
PI3	1
LOC101929866	0
SEMG1	0
SEMG2	0
LOC105372630	1
LOC107985424	2
SLPI	324
MATN4	16
RBPJL	2
SPATA21	721
KMO	0
TRV-CAC14-1	0
SDC4	4750
SYS1	310
SYS1-DBNDD2	33
TP53TG5	4
NDUFB4P10	0
LOC107985404	9
DBNDD2	322
LOC107985405	0
PIGT	1337
LOC105373233	0
LOC105372631	0
WFDC2	0
LOC107987282	0
RPL5P2	0
SPINT3	0
WFDC6	0
EPPIN-WFDC6	0
HSPD1P21	0
EPPIN	0
OPN3	102
WFDC8	0
RNA5SP485	0
CCNB1IP1P2	0
WFDC9	0
WFDC10A	1
RPS2P7	5
WFDC11	0
WFDC10B	9
WFDC13	0
CHML	326
WFDC3	24
SPINT4	0
HNRNPA1P3	0
SPINT5P	0
RNU6ATAC38P	0
DNTTIP1	952
UBE2C	1656
TNNC2	1
SNX21	111
ACOT8	216
WDR64	1
ZSWIM3	42
ZSWIM1	236
SPATA25	0
NEURL2	0
CTSA	765
PLTP	106
LOC107985388	1
PCIF1	679
ZNF335	1078
FTLP1	0
LOC105373231	0
MMP9	7
SLC12A5	2
LOC105372632	0
NCOA5	610
RPL13P2	0
CD40	330
CDH22	107
SLC35C2	614
ELMO2	548
LOC105372633	0
RPL6P3	0
ZNF663P	0
ZNF334	0
MKRN7P	0
ZNF840P	0
OCSTAMP	0
SLC13A3	2
TP53RK	399
SLC2A10	1
RN7SKP33	0
RPL13P14	0
EXO1	416
EYA2	0
LOC101927355	1
GAPDHP54	0
RPS2P54	0
ZMYND8	818
LOC100131496	6
LOC101927377	1
LOC102723442	3
RPL35AP	0
RPL23AP20	0
RNU6-497P	0
RNU6-563P	0
NCOA3	1145
LOC100419565	0
SULF2	949
LOC107985401	2
RNU7-173P	0
LOC105372636	0
SRMP1	0
RNA5SP486	0
BECN2	1
LOC105376980	0
RNU7-92P	0
LOC105372637	2
LINC01522	2
LINC01523	0
LOC107985436	0
LOC107985437	0
LOC105372639	1
LOC105372640	0
LOC105372641	0
NECAP2	524
CFL1P4	0
LINC00494	28
LOC105372643	0
LOC105372644	0
LOC105372645	4
LOC107985439	0
RNU7-144P	0
LOC105372647	0
LOC105372646	0
PREX1	437
LOC105372648	0
MAP1LC3C	4
ARFGEF2	1118
SNAP23P1	0
CSE1L-AS1	0
CSE1L	4023
STAU1	2232
ARPC3P1	1
DDX27	1362
ZNFX1	908
ZFAS1	5676
SNORD12C	0
TUBB8P6	0
SNORD12B	0
SNORD12	0
LOC105372649	0
KCNB1	55
PTGIS	1
LOC101927486	0
LOC105372651	0
B4GALT5	4121
RN7SL197P	0
SNRPFP1	0
PLD5	0
LOC105372652	4
RNU6-919P	0
SLC9A8	297
RNU7-72P	0
LOC100421569	0
SPATA2	248
LOC105372653	1
RNF114	1512
KRT18P4	2
RNU6-147P	0
RNA5SP81	0
SNAI1	349
LOC105372654	0
TRERNA1	0
LOC105372655	0
TMEM189-UBE2V1	9
UBE2V1	2527
TMEM189	800
LOC101927512	13
LINC01273	14
CEBPB-AS1	1
LOC100420420	0
CEBPB	3003
LOC107985386	0
LOC105372656	2
LINC01272	5
LINC01270	32
LINC01271	65
LOC105372657	0
RN7SL636P	0
COX6CP2	0
PTPN1	2615
RN7SKP12	0
RN7SL672P	0
FAM65C	9
RPL36P2	0
LOC100506175	4
LOC105372659	2
PARD6B	908
BCAS4	393
TMSB4XP6	8
LOC105373235	0
ADNP	1875
PSMD10P1	0
ADNP-AS1	3
DPM1	1130
MOCS3	209
KCNG1	1029
LOC105372662	0
LOC105372661	0
RPSAP1	0
LOC105372663	0
RPL10AP5	0
NFATC2	166
ATP9A	700
LOC100419570	0
SALL4	17
LINC01429	0
RNU6-347P	0
RNU7-6P	0
LOC105372664	0
ZFP64	461
LOC100419801	0
ERP29P1	0
LOC105372666	0
LOC107985427	0
LOC105372667	0
MRPS33P4	0
TRI-AAT12-1	0
LOC105372665	0
LINC01524	0
LOC105376985	0
LOC105372668	0
FAM87B	1
LOC107984921	21
LOC100421344	0
RPL36P1	0
TSHZ2	13
RN7SKP184	0
LOC105372670	1
PPIAP10	0
LOC105372669	1
LOC105372671	0
LOC101927770	6
ZNF217	1299
LOC105372672	0
LOC105373234	0
RNU7-14P	0
LOC107987283	0
SUMO1P1	0
BCAS1	4
CYP24A1	256
LOC105372675	18
PFDN4	1319
LOC107985385	0
DOK5	3
LOC107985466	0
RNU4ATAC7P	0
RPL12P4	53
LINC01441	0
LINC01440	0
LOC105372676	0
LOC107984001	0
LOC105372677	0
LOC105372678	0
CBLN4	0
LOC105372679	0
RSL24D1P4	0
LOC105376989	0
LOC105372680	0
RNA5SP487	0
MC3R	0
FAM210B	335
AURKA	720
CSTF1	560
CASS4	9
RPL39P	2
RTFDC1	1402
LOC100129949	0
GCNT7	0
LOC105372681	0
FAM209A	1
FAM209B	9
LINC01716	0
RPS4XP3	0
TFAP2C	310
RNU6-1146P	0
RN7SL170P	0
PTMAP6	0
LOC100420879	0
RNU6-929P	0
LOC105372683	0
LOC105372685	0
LOC105372686	0
BMP7	335
BMP7-AS1	0
LOC105372687	0
RPL39P39	0
SPO11	0
SEPT14P21	0
RAE1	1230
MTND1P9	0
NMTRL-TAA5-1	0
MTRNR2L3	0
LOC100291105	1
RBM38	589
LOC105372688	0
HMGB1P1	15
CTCFL	0
PCK1	1
CICP21	0
LOC105372690	0
ZBP1	0
PMEPA1	122
NKILA	2
LOC105372692	0
LOC100129869	0
LOC105372693	0
LOC105376992	0
HSPD1P19	0
LOC105373249	0
LOC107987284	0
LOC107985434	0
C20orf85	0
LOC105372694	0
ANKRD60	0
PPP4R1L	44
RAB22A	599
VAPB	1212
APCDD1L	0
APCDD1L-AS1	0
LOC102724236	0
LINC01711	0
LOC107985410	0
STX16-NPEPL1	0
STX16	1368
NPEPL1	199
PIEZO1P2	0
LOC105372695	0
GNAS-AS1	0
CROCCP3	27
LINC01347	0
GNAS	8878
LOC101927932	0
LOC107985382	1
NELFCD	1250
CTSZ	1245
TUBB1	2
SLMO2-ATP5E	523
ATP5E	1528
PRELID3B	2446
MRPS16P2	0
RNU6-747P	0
ZNF831	15
LOC107985389	0
EDN3	0
PIEZO1P1	0
LOC105372696	0
PHACTR3	0
LOC107985430	0
LOC100506384	0
RNU7-141P	0
SYCP2	0
CEP170	30
FAM217B	204
PPP1R3D	59
CDH26	2
C20orf197	0
LOC107985429	0
LOC729296	0
MIR646HG	0
LOC105372698	0
LOC105372697	0
SDCCAG8	29
MTCO2P1	0
LOC101928048	0
LOC107985431	0
LOC105372699	0
LOC105372700	0
LINC01718	0
LOC105372701	0
CDH4	0
FCF1P7	0
LOC105372703	0
TAF4	77
LOC105372704	0
RPL17P48	0
LOC105372705	0
LOC105372706	2
LSM14B	709
PSMA7	4158
SS18L1	275
MTG2	535
HRH3	0
LOC105369209	0
OSBPL2	752
ADRM1	2596
LOC105372707	8
LAMA5	2519
LAMA5-AS1	2
AKT3	0
LOC105372708	0
RPS21	6284
CABLES2	156
LOC105372709	3
RBBP8NL	21
LOC105372710	1
GATA5	0
LOC105372711	0
LOC105376995	0
C20orf166-AS1	0
LOC105373255	0
MIR1-1HG	0
RPL7P3	0
WI2-87327B8.2	0
SLCO4A1	2468
LOC101928465	10
SLCO4A1-AS1	14
NTSR1	4357
LOC107987285	140
FABP7P1	0
LOC107985428	34
LINC00659	42
LOC105372716	5
MRGBP	1059
OGFR-AS1	1
OGFR	1613
COL9A3	387
TCFL5	427
DPH3P1	34
LOC105372717	39
LOC339529	0
ARF4P2	0
DIDO1	982
GID8	983
SLC17A9	132
BHLHE23	0
LINC01749	0
LOC105372718	0
LINC00029	0
LINC01056	0
HAR1B	3
RNU1-1	0
LOC105373258	0
HAR1A	21
LOC105372719	0
LOC105376996	0
YTHDF1	1257
BIRC7	0
NKAIN4	0
LOC107985425	0
FLJ16779	0
ZBTB18	77
ARFGAP1	1121
COL20A1	0
RNU6-994P	0
CHRNA4	2
LOC100130587	0
LOC107985445	0
KCNQ2	384
LOC105372724	0
LOC105372721	0
LOC440742	1
LOC105372720	0
EEF1A2	10098
LOC105372725	6
LOC102723814	2
PPDPF	3339
PTK6	414
SRMS	65
FNDC11	19
HELZ2	1054
GMEB2	527
RN7SL148P	0
LOC100505771	53
STMN3	995
LOC105372726	14
RTEL1-TNFRSF6B	43
RTEL1	575
TNFRSF6B	6751
ARFRP1	662
ZGPAT	418
LIME1	162
SLC2A4RG	774
LOC105373261	0
ZBTB46	226
ZBTB46-AS1	0
C20orf181	0
ABHD16B	17
TPD52L2	3287
DNAJC5	1412
RNU1-134P	0
LOC105373260	0
UCKL1	812
UCKL1-AS1	3
ZNF512B	281
SAMD10	19
PRPF6	2030
LINC00176	5
LOC105373262	0
TCEA2	204
SOX18	53
RGS19	209
OPRL1	2
LKAAEAR1	0
NPBWR2	0
LOC105372727	0
MYT1	0
PCMTD2	152
LOC107985371	0
LINC00266-1	0
CICP4	0
SEPT14P20	0
IQSEC3P3	0
LOC102724184	0
LOC105379484	0
LOC102723996	6
LOC105372832	0
CH507-9B2.8	0
LOC107987292	0
C1orf100	0
LOC102724023	46
LOC101928576	0
LOC102724159	62
LOC102724200	23
LOC105379487	0
LOC105379488	0
LOC105379489	0
LOC102724219	0
LOC107987309	0
LOC107987307	0
TGIF2P1	1
LOC102724334	0
LOC105379490	0
LINC01669	0
LOC102724370	0
CH507-42P11.6	6
LOC107985506	0
LOC102724428	11
LOC107987288	0
LOC107987289	0
LOC102724701	1
TRNAN-GUU	0
ADSS	1008
LOC105379491	0
LOC102724843	0
CH507-145C22.1	0
LOC102724525	0
LOC107987290	1
CBSL	0
U2AF1L5	5
LOC107985501	0
LOC106780825	0
LOC102724652	0
LOC105373264	0
LOC102724677	0
LOC105379497	0
LOC102724726	0
LOC100289085	0
LOC100289185	0
LOC101059907	0
LOC105379499	0
LOC102724822	0
LOC105379501	0
C1orf101	2
LOC107987305	0
LOC105379502	0
LOC105379503	0
LOC102724951	0
LOC107987308	0
LOC107987306	0
LOC102723360	0
SMIM11B	4
LOC102723451	0
LOC105379504	0
CYCSP5	0
LOC107983987	0
KCNE1B	0
LOC105379505	0
LOC105379506	0
LOC107987293	17
CDC27P9	0
DESI2	1469
LOC105379508	0
CDC27P10	0
LOC105379507	0
LOC107987294	17
CDC27P11	0
RPSAP68	0
LOC107985477	1
LOC105372730	0
RPL37P8	0
SNX18P10	0
LOC107985475	0
MTCO3P26	0
MTCO1P1	0
ASNSP2	0
ANKRD20A16P	0
LOC105372731	1
LOC101927615	0
LOC107985372	0
TEKT4P2	22
LOC100419957	1
SNX18P11	1
LOC101930100	3
SNX18P12	0
LOC101927345	0
LOC105379511	0
LOC102723668	0
LOC105379514	0
LOC105379513	0
COX20	67
LINC01667	0
RN7SL52P	0
LOC105372734	0
LOC105372733	3
LOC100420925	0
EIF3FP1	0
VN1R7P	0
BAGE2	0
TPTE	0
CYCSP41	0
HNRNPU	14132
SLC25A15P4	0
IGHV1OR21-1	0
ANKRD30BP2	5
RNU6-614P	0
VN1R109P	0
FGF7P2	0
ANKRD30BP1	1
GTF2IP2	0
VN1R8P	0
SNORA100	0
SNX19P1	0
OR4K11P	0
LINC01674	0
OR4K12P	0
POTED	0
RNU6-286P	0
GRAMD4P1	0
CXADRP1	0
LOC107985482	0
LINC01783	0
RN7SKP55	0
FEM1AP1	0
TERF1P1	0
FAM207CP	0
LOC654338	10
GXYLT1P2	0
CNN2P7	0
ZNF114P1	0
CYP4F29P	0
SNX18P13	0
RNU6-947P	0
RHOT1P2	0
ANKRD20A11P	1
RNU6-954P	0
NF1P3	0
PPP6R2P1	0
FRG2MP	0
LOC105377134	0
ANKRD20A18P	0
RNA5SP488	0
ERLEC1P1	0
LOC101928068	1
LIPI	0
RBM11	0
ABCC13	0
HSPA13	1476
LOC105369304	0
SAMSN1	0
SAMSN1-AS1	0
LOC388813	0
LOC105372738	0
POLR2CP1	0
EFCAB2	24
GAPDHP16	0
RBMX2P1	0
LOC107987295	6
NRIP1	585
LOC107985483	0
LOC105372739	0
LOC105369292	0
LOC101927745	0
CYCSP42	0
LOC105369302	0
RNU6-1089P	0
RNU6-1326P	0
RAD23BLP	0
USP25	971
RBPMSLP	0
RNU6-426P	0
MIR99AHG	0
VDAC2P1	0
RPS26P5	0
LOC107985725	0
RNU1-98P	0
LOC105372740	0
LOC107985511	0
NEK4P1	0
RNU6-113P	0
LINC01549	0
TRG-GCC1-5	0
RPL39P40	1
CXADR	894
RNU6-999P	0
BTF3L4P1	0
BTG3	735
LOC105372741	0
C21orf91-OT1	0
C21orf91	609
CHODL	3
CHODL-AS1	0
RPL37P3	0
LOC107987296	0
TMPRSS15	1
RNU1-132P	0
MIR548XHG	0
PPIAP22	672
LOC107985490	0
SLC6A6P1	0
RNU1-139P	0
RPL37P4	0
NIPA2P3	0
LOC100288151	0
C1QBPP1	0
KIF26B	2
LOC105372746	0
LOC105372745	0
RNU6-772P	0
RN7SKP147	0
FDPSP6	0
KRT18P2	0
RPS3AP1	0
LINC00320	0
PPIAP1	0
NCAM2	0
DNAJC19P8	0
LINC00317	0
LINC01425	0
LINC01687	0
LINC00308	0
LOC100420035	0
LOC107985508	0
RNU4-45P	0
LOC107985509	0
MAPK6PS2	0
LOC107985494	0
RNU1-6P	0
LOC105373266	0
ZNF299P	0
MSANTD2P1	0
RNU2-55P	0
D21S2088E	0
EEF1A1P1	0
TUBAP	0
LOC105372747	0
LOC107985512	0
LOC105372749	0
LOC105373265	0
LOC105372750	0
VN2R20P	0
LINC01689	0
LINC01684	0
LINC01692	0
LOC107985516	0
LOC100419737	0
RN7SKP236	0
RNA5SP489	0
RPL13AP7	0
SMYD3	616
LINC00158	0
CYP2C63P	0
LOC105372753	1
MIR155HG	0
LOC107985489	2
LOC105372754	5
LINC00515	2
MRPL39	409
JAM2	5
LOC105373270	0
RNGTTP1	0
FDX1P2	0
ATP5J	1015
GABPA	767
LLPHP2	0
LOC105372757	0
LOC105372756	0
APP	7265
LOC107985473	0
RNU6-926P	0
LOC105373269	2
MARCKSP1	0
CYYR1-AS1	0
LOC105372758	0
LOC107985474	0
CYYR1	1
ADAMTS1	0
LOC105372760	0
ADAMTS5	0
LOC107987291	0
LOC101928089	0
GPX1P2	0
LOC102724355	0
LOC105372759	0
EIF4A1P1	0
RPL10P1	0
LOC105372762	0
NCSTNP1	0
LOC105372763	0
LINC00113	0
LINC00314	1
CHCHD4P5	0
LINC01697	0
LINC01695	0
LOC102724420	0
LOC105372764	0
LINC00161	0
N6AMT1	121
HSPD1P7	1
THUMPD1P1	0
LTN1	299
LOC105372766	0
RNU6-1283P	0
RPL23P2	1
RWDD2B	543
USP16	1050
CCT8	8773
MAP3K7CL	1
RPL12P9	0
LOC105372767	0
LINC00189	0
GAPDHP14	0
LOC105369299	0
LOC107985599	2
BACH1	797
BACH1-IT2	0
LOC107985486	0
LOC105372770	0
GRIK1	0
LOC105372768	0
GRIK1-AS2	0
GRIK1-AS1	0
CLDN17	0
LINC00307	0
LOC107985726	0
CLDN8	0
RPL8P2	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP23-1	0
KRTAP13-6P	0
KRTAP13-2	0
TRNAE-UUC	0
LOC107985597	2
LOC105372772	0
KRTAP13-1	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP13-5P	0
KRTAP15-1	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
LINC01743	0
KRTAP19-5	0
KRTAP19-9P	0
KRTAP19-10P	0
KRTAP19-11P	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP22-2	0
KRTAP6-3	0
KRTAP6-2	0
KRTAP22-1	0
TFB2M	595
KRTAP6-1	0
KRTAP20-1	0
KRTAP20-4	0
KRTAP20-2	0
KRTAP20-3	0
LOC105372773	0
KRTAP21-3	0
KRTAP21-4P	0
KRTAP21-2	0
KRTAP21-1	0
CNST	486
KRTAP8-2P	0
KRTAP8-3P	0
KRTAP8-1	0
KRTAP7-1	0
KRTAP11-1	0
LOC105372776	0
LOC105372775	0
LOC105372774	0
KRTAP19-8	0
UBE3AP2	0
LOC105373271	5
TIAM1	494
LOC107985487	0
LOC105372777	0
LOC100129168	0
LOC150051	16
LOC107985488	0
FBXW11P1	1
LOC102724449	0
SOD1	3850
SCAF4	819
LOC100887078	0
HMGN1P2	0
TPT1P1	0
HUNK	1
LINC00159	0
MIS18A	378
MRAP	0
LOC105372779	1
URB1	1856
SNORA80A	0
URB1-AS1	123
LOC107985100	0
EVA1C	131
LOC101928078	4
EXOSC3P1	0
RNA5SP490	0
TCP10L	9
LOC105372782	0
C21orf59	1214
OR7E23P	0
SYNJ1	279
PAXBP1-AS1	9
LOC102724382	0
PAXBP1	610
C21orf62-AS1	0
C21orf62	0
LOC105377136	0
LOC102724502	0
OLIG2	2
LOC107985505	0
LOC105372785	0
LINC00945	0
OLIG1	0
SCCPDH	4
LOC101928107	0
LINC01548	0
LOC105372787	0
IFNAR2	274
IL10RB-AS1	1
IL10RB	421
IFNAR1	825
USF1P1	0
IFNGR2	45
TMEM50B	1
RPL35AP6	0
RPS5P3	0
DNAJC28	0
GART	2518
BTF3P6	0
SON	6586
LOC107987297	26
LOC107985481	4
DONSON	327
CRYZL1	306
FAM231B	6
LOC107985373	0
ITSN1	826
ATP5O	2837
RN7SL740P	0
LINC00649	7
LOC101928126	0
LOC105372790	0
LOC105372789	0
MRPS6	479
SLC5A3	438
RPS5P2	0
KIF28P	0
LINC00310	0
LOC105372791	9
KCNE2	5
SMIM11A	3
C21orf140	0
LOC105372793	0
LOC388820	0
KCNE1	0
LOC105372792	0
RCAN1	297
LINC01341	0
CLIC6	0
LINC00160	0
LOC107985515	0
LINC01426	7
RUNX1	644
LOC102724584	7
RUNX1-IT1	0
LOC100506403	0
RPL34P3	0
EZH2P1	0
AHCTF1	2024
RPS20P1	0
PPP1R2P2	0
MTND2P1	0
LOC101928269	0
LINC01436	0
RPL23AP3	0
SETD4	228
RIMKLBP1	0
LOC105369295	1
ZNF670-ZNF695	13
RNU6-992P	0
LOC100133286	0
CBR1	0
MEMO1P1	4
CBR3-AS1	4
RPS9P1	1
CBR3	16
DOPEY2	588
RPL3P1	0
SRSF9P1	4
ZNF695	130
RPS26P1	0
MORC3	787
CHAF1B	324
ATP5J2LP	0
LOC105369301	8
CLDN14	0
PSMD4P1	0
LOC105369308	8
SIM2	489
LOC107985492	6
LOC100419806	0
HLCS	613
LOC105369305	1
RNA5SP491	0
DPRXP5	0
LOC107985493	7
MRPL20P1	0
RIPPLY3	0
RNU6-696P	0
LOC105372795	3
PIGP	161
ZNF670	183
TTC3	2259
TTC3-AS1	1
DSCR9	0
RN7SL678P	0
DSCR3	738
DYRK1A	838
LOC105372797	0
LOC105372798	0
KCNJ6	0
LOC107985507	0
LOC100420880	0
LOC105372799	0
LOC101928368	0
DSCR4	0
DSCR8	0
LOC100288590	0
DSCR10	0
KCNJ15	0
LOC105372801	0
SPATA20P1	0
LINC01423	0
ZNF669	173
LOC107985513	0
ERG	0
LOC107985496	0
SNRPGP13	0
LOC105372802	0
LINC00114	0
LOC107985480	0
ETS2	886
LOC101928398	0
LOC400867	0
TRNAG1	0
C1orf229	2
RPSAP64	0
LINC01700	0
LOC102724740	3
LOC105372803	0
LOC107985484	2
RPL23AP12	0
PCBP2P1	3
PSMG1	754
BRWD1	1129
TIMM9P2	0
FGFR3P6	0
METTL21AP1	1
BRWD1-IT2	0
BRWD1-AS1	0
HMGN1	3386
LOC105372804	0
RNF6P1	0
WRB-SH3BGR	13
WRB	371
LCA5L	34
SH3BGR	111
ZNF124	132
MYL6P2	0
RPS26P4	0
LOC729056	0
B3GALT5-AS1	13
B3GALT5	54
LOC107985499	0
IGSF5	2
LOC107985500	0
PCP4	0
VN1R16P	1
DSCAM	0
DSCAM-AS1	0
LOC105369294	0
DSCAM-IT1	0
YRDCP3	0
LINC00323	0
LOC107985495	0
BACE2	457
LOC100131465	0
PLAC4	11
FAM3B	1
LOC105372807	0
MX2	2
MX1	21
TMPRSS2	0
LOC105372809	0
LOC105372808	0
LOC105372812	0
LOC107985478	0
ZNF731P	19
LOC105372813	0
LINC00111	0
LINC00479	1
LINC00112	0
RIPK4	407
LOC102724800	2
PRDM15	240
C2CD2	719
SNORA91	0
ZBTB21	1492
ZNF295-AS1	1
LOC107985502	1
UMODL1	0
UMODL1-AS1	0
ABCG1	85
LOC105372814	0
RNA5SP492	0
TFF3	0
TFF2	0
RNA5SP82	0
LOC105372815	0
TFF1	0
TMPRSS3	0
UBASH3A	0
RNU6-1149P	0
RSPH1	17
LOC101930094	0
SLC37A1	252
LOC107987299	2
LOC101928212	14
LOC343165	0
LINC01671	0
LOC101928255	0
PDE9A	785
LOC105372816	0
LOC101928284	0
LOC107985504	1
LINC01668	0
LOC107985479	0
WDR4	159
LOC105372817	13
VN1R17P	0
NDUFV3	799
ERVH48-1	2
PKNOX1	260
CBS	0
U2AF1	5
LOC101928369	1
MRPL51P2	0
FRGCA	0
LOC107987300	1
TRG-CCC4-1	0
VN1R5	0
CRYAA	0
LOC105372821	0
LINC00322	0
LINC01679	0
LOC105377137	5
LOC107987301	1
SIK1	11
LOC107987302	0
LINC00319	0
HSF2BP	6
LOC105373273	0
LINC00313	0
LOC102723380	0
RPL31P1	0
H2BFS	0
RRP1B	2129
PDXK	1898
LOC105372824	1
CSTB	1548
LOC105372825	0
ZNF496	959
TMEM97P1	0
RRP1	919
AATBC	9
MYL6P1	0
AGPAT3	668
RNU6-859P	0
LOC105372826	0
LOC105372829	0
RNU6-1150P	0
TRAPPC10	470
LOC107985115	3
H2AFZP1	0
PWP2	189
C21orf33	54
LOC105377138	0
LOC105377139	1
LOC107983952	0
LOC102725065	1
ICOSLG	1
DNMT3L	0
LOC105372833	0
LOC107985374	0
AIRE	0
PFKL	2531
C21orf2	118
TRPM2	496
TRPM2-AS	9
LRRC3-AS1	2
LRRC3	75
MTCYBP21	0
MTND6P21	1
MTND5P1	0
LOC107985375	0
TSPEAR	0
TSPEAR-AS1	1
TSPEAR-AS2	2
KRTAP10-1	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
NLRP3	2
KRTAP10-8	0
KRTAP10-9	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP12-4	0
KRTAP12-3	0
KRTAP12-2	0
IMMTP1	0
KRTAP12-1	0
KRTAP10-12	0
OR2B11	0
KRTAP10-13P	0
UBE2G2	1418
LINC01424	2
SUMO3	288
PTTG1IP	2110
ITGB2	1
LOC107987303	0
ITGB2-AS1	0
LINC01547	16
FAM207A	708
OR2W5	0
LOC107985497	1
LINC00163	0
PICSAR	0
LOC105372836	1
SSR4P1	11
ADARB1	344
LOC105372835	0
LINC00334	0
POFUT2	347
LOC642852	256
GCSAML	0
LOC107985476	19
LOC105372837	0
LOC105372838	1
LINC00316	0
LOC105372839	0
MTCO1P3	0
LL21NC02-21A1.1	0
COL18A1	1901
COL18A1-AS2	0
COL18A1-AS1	0
FAM138A	0
LINC00115	7
LOC100421267	0
GCSAML-AS1	0
SLC19A1	603
LOC107987304	0
LOC107985485	0
LOC105372840	31
LOC100129027	0
PCBP3	45
LOC101928796	0
LOC105372841	0
COL6A1	2038
OR2C3	0
LOC105372842	0
PSMA6P3	0
COL6A2	1674
FTCD	10
SPATC1L	0
LSS	57
MCM3AP-AS1	10
MCM3AP	1102
YBEY	455
C21orf58	56
LOC102724446	0
PCNT	583
RPL18AP2	0
DIP2A	493
DIP2A-IT1	0
RNU6-396P	0
S100B	0
PRMT2	947
DSTNP1	4
RPL23AP4	0
LOC100996364	0
OR2G2	0
LOC105379418	0
LOC105379430	0
LOC100289194	1
LOC102723780	8
LOC100289004	0
LOC102723688	0
CDC27P7	0
DUX4L40	0
PCMTD1P4	0
DUX4L41	0
OR2G3	0
LOC105379427	0
DUX4L42	0
PCMTD1P5	0
DUX4L43	0
CDC27P8	0
LOC100996699	0
LOC107987320	0
LOC101928041	0
LOC107984037	0
LOC107984030	0
OR14L1P	0
MTCO3P33	0
MTCO1P33	0
LOC102723769	1
LOC107987323	0
LOC105379516	1
MTCO1P34	0
MTCO3P34	0
LOC107987322	0
LOC101930531	0
DUX4L44	0
OR3D1P	0
LOC105379428	0
LOC100533637	0
BNIP3P2	0
YME1L1P1	0
OR11H1	0
ARHGAP42P3	0
LOC100420175	0
LOC780780	0
LOC100132723	0
LOC100422530	0
OR13G1	0
NEK2P2	0
NF1P6	0
POTEH	0
POTEH-AS1	0
RNU6-816P	0
LINC01297	0
GRAMD4P2	0
LOC107987324	0
DUXAP8	89
BMS1P22	0
LOC105373274	0
LOC101929839	3
NBEAP3	1
LOC729057	31
LOC644525	0
LOC100421685	0
LOC100292922	13
ABCD1P4	0
